what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1473951218849
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1473951218873
closed,editor,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1473951218873
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1473951337100
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1473951337100
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1473951339464
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1473951375329
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1473951376111
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1473951377168
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1473951381617
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1473951381642
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1473951382714
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1473951388109
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1473951388120
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1473951388201
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1473951390240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1473951409164
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1473951409208
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1473951477562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1473951483526
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1473951728776
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1473951730790
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1473951911462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1473951915108
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1473952070838
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1473952072151
